,City,Price,Number_Beds,Number_Baths,Province,Population,Latitude,Longitude,Median_Family_Income
2178,Vancouver,899000,2,2,British Columbia,2426160,49.25,-123.1,90000
2179,Vancouver,829000,2,2,British Columbia,2426160,49.25,-123.1,90000
2180,Vancouver,2198000,6,4,British Columbia,2426160,49.25,-123.1,90000
2181,Vancouver,899000,1,1,British Columbia,2426160,49.25,-123.1,90000
2182,Vancouver,1729900,3,4,British Columbia,2426160,49.25,-123.1,90000
2183,Vancouver,999000,2,2,British Columbia,2426160,49.25,-123.1,90000
2184,Vancouver,650000,1,1,British Columbia,2426160,49.25,-123.1,90000
2185,Vancouver,1138000,3,3,British Columbia,2426160,49.25,-123.1,90000
2186,Vancouver,2649000,3,3,British Columbia,2426160,49.25,-123.1,90000
2187,Vancouver,1768000,4,4,British Columbia,2426160,49.25,-123.1,90000
2188,Vancouver,729900,2,2,British Columbia,2426160,49.25,-123.1,90000
2189,Vancouver,549900,1,1,British Columbia,2426160,49.25,-123.1,90000
2190,Vancouver,2475000,3,3,British Columbia,2426160,49.25,-123.1,90000
2191,Vancouver,1880000,6,3,British Columbia,2426160,49.25,-123.1,90000
2192,Vancouver,899000,2,2,British Columbia,2426160,49.25,-123.1,90000
2193,Vancouver,578000,1,1,British Columbia,2426160,49.25,-123.1,90000
2194,Vancouver,1230000,3,3,British Columbia,2426160,49.25,-123.1,90000
2195,Vancouver,3999000,6,3,British Columbia,2426160,49.25,-123.1,90000
2196,Vancouver,1538000,2,2,British Columbia,2426160,49.25,-123.1,90000
2197,Vancouver,849000,2,2,British Columbia,2426160,49.25,-123.1,90000
2198,Vancouver,849000,2,2,British Columbia,2426160,49.25,-123.1,90000
2199,Vancouver,2399000,4,2,British Columbia,2426160,49.25,-123.1,90000
2200,Vancouver,1150000,3,2,British Columbia,2426160,49.25,-123.1,90000
2201,Vancouver,1699000,3,3,British Columbia,2426160,49.25,-123.1,90000
2202,Vancouver,729888,1,1,British Columbia,2426160,49.25,-123.1,90000
2203,Vancouver,828000,2,2,British Columbia,2426160,49.25,-123.1,90000
2204,Vancouver,1090000,1,1,British Columbia,2426160,49.25,-123.1,90000
2205,Vancouver,1149000,2,2,British Columbia,2426160,49.25,-123.1,90000
2206,Vancouver,7500000,2,2,British Columbia,2426160,49.25,-123.1,90000
2207,Vancouver,849800,2,2,British Columbia,2426160,49.25,-123.1,90000
2208,Vancouver,1068888,1,1,British Columbia,2426160,49.25,-123.1,90000
2209,Vancouver,605000,1,1,British Columbia,2426160,49.25,-123.1,90000
2210,Vancouver,649000,4,3,British Columbia,2426160,49.25,-123.1,90000
2211,Vancouver,1899900,3,3,British Columbia,2426160,49.25,-123.1,90000
2212,Vancouver,2889000,7,8,British Columbia,2426160,49.25,-123.1,90000
2213,Vancouver,3688000,2,2,British Columbia,2426160,49.25,-123.1,90000
2214,Vancouver,2298000,1,1,British Columbia,2426160,49.25,-123.1,90000
2215,Vancouver,1075000,3,3,British Columbia,2426160,49.25,-123.1,90000
2216,Vancouver,2598000,3,2,British Columbia,2426160,49.25,-123.1,90000
2217,Vancouver,1374900,1,1,British Columbia,2426160,49.25,-123.1,90000
2218,Vancouver,956900,4,3,British Columbia,2426160,49.25,-123.1,90000
2219,Vancouver,3499000,6,4,British Columbia,2426160,49.25,-123.1,90000
2220,Vancouver,1799000,4,3,British Columbia,2426160,49.25,-123.1,90000
2221,Vancouver,2200000,5,2,British Columbia,2426160,49.25,-123.1,90000
2222,Vancouver,2649900,3,3,British Columbia,2426160,49.25,-123.1,90000
2223,Vancouver,999900,2,2,British Columbia,2426160,49.25,-123.1,90000
2224,Vancouver,1049900,2,2,British Columbia,2426160,49.25,-123.1,90000
2225,Vancouver,928000,1,1,British Columbia,2426160,49.25,-123.1,90000
2226,Vancouver,739000,1,1,British Columbia,2426160,49.25,-123.1,90000
2227,Vancouver,2550000,3,3,British Columbia,2426160,49.25,-123.1,90000
2228,Vancouver,569900,1,1,British Columbia,2426160,49.25,-123.1,90000
2229,Vancouver,1174900,2,2,British Columbia,2426160,49.25,-123.1,90000
2230,Vancouver,2039000,4,2,British Columbia,2426160,49.25,-123.1,90000
2231,Vancouver,978900,2,2,British Columbia,2426160,49.25,-123.1,90000
2232,Vancouver,2665900,3,0,British Columbia,2426160,49.25,-123.1,90000
2233,Vancouver,6698000,5,7,British Columbia,2426160,49.25,-123.1,90000
2234,Vancouver,1038800,3,2,British Columbia,2426160,49.25,-123.1,90000
2235,Vancouver,715000,1,1,British Columbia,2426160,49.25,-123.1,90000
2236,Vancouver,649900,1,1,British Columbia,2426160,49.25,-123.1,90000
2237,Vancouver,1289900,2,1,British Columbia,2426160,49.25,-123.1,90000
2238,Vancouver,959900,2,2,British Columbia,2426160,49.25,-123.1,90000
2239,Vancouver,819900,2,2,British Columbia,2426160,49.25,-123.1,90000
2240,Vancouver,628000,1,1,British Columbia,2426160,49.25,-123.1,90000
2241,Vancouver,629000,1,1,British Columbia,2426160,49.25,-123.1,90000
2242,Vancouver,2098000,3,4,British Columbia,2426160,49.25,-123.1,90000
2243,Vancouver,1499900,3,3,British Columbia,2426160,49.25,-123.1,90000
2244,Vancouver,2188000,5,3,British Columbia,2426160,49.25,-123.1,90000
2245,Vancouver,799000,2,2,British Columbia,2426160,49.25,-123.1,90000
2246,Vancouver,1674900,3,3,British Columbia,2426160,49.25,-123.1,90000
2247,Vancouver,3098000,6,6,British Columbia,2426160,49.25,-123.1,90000
2248,Vancouver,1375000,3,3,British Columbia,2426160,49.25,-123.1,90000
2249,Vancouver,599000,1,1,British Columbia,2426160,49.25,-123.1,90000
2250,Vancouver,979000,2,2,British Columbia,2426160,49.25,-123.1,90000
2251,Vancouver,1838000,4,4,British Columbia,2426160,49.25,-123.1,90000
2252,Vancouver,788000,1,1,British Columbia,2426160,49.25,-123.1,90000
2253,Vancouver,699000,1,1,British Columbia,2426160,49.25,-123.1,90000
2254,Vancouver,1998000,6,4,British Columbia,2426160,49.25,-123.1,90000
2255,Vancouver,2888888,5,3,British Columbia,2426160,49.25,-123.1,90000
2256,Vancouver,925000,1,1,British Columbia,2426160,49.25,-123.1,90000
2257,Vancouver,1168000,2,2,British Columbia,2426160,49.25,-123.1,90000
2258,Vancouver,661800,2,1,British Columbia,2426160,49.25,-123.1,90000
2259,Vancouver,499000,1,1,British Columbia,2426160,49.25,-123.1,90000
2260,Vancouver,999000,3,4,British Columbia,2426160,49.25,-123.1,90000
2261,Vancouver,2098000,5,3,British Columbia,2426160,49.25,-123.1,90000
2262,Vancouver,1638000,4,2,British Columbia,2426160,49.25,-123.1,90000
2263,Vancouver,1098000,2,2,British Columbia,2426160,49.25,-123.1,90000
2264,Vancouver,619000,2,1,British Columbia,2426160,49.25,-123.1,90000
2265,Vancouver,2475000,3,2,British Columbia,2426160,49.25,-123.1,90000
2266,Vancouver,1624800,2,2,British Columbia,2426160,49.25,-123.1,90000
2267,Vancouver,699900,1,1,British Columbia,2426160,49.25,-123.1,90000
2268,Vancouver,1388000,2,2,British Columbia,2426160,49.25,-123.1,90000
2269,Vancouver,1429000,2,2,British Columbia,2426160,49.25,-123.1,90000
2270,Vancouver,699000,2,2,British Columbia,2426160,49.25,-123.1,90000
2271,Vancouver,699999,1,1,British Columbia,2426160,49.25,-123.1,90000
2272,Vancouver,1699000,2,2,British Columbia,2426160,49.25,-123.1,90000
2273,Vancouver,2098000,3,4,British Columbia,2426160,49.25,-123.1,90000
2274,Vancouver,1649000,2,2,British Columbia,2426160,49.25,-123.1,90000
2275,Vancouver,2088000,4,4,British Columbia,2426160,49.25,-123.1,90000
2276,Vancouver,709000,1,1,British Columbia,2426160,49.25,-123.1,90000
2277,Vancouver,859000,2,2,British Columbia,2426160,49.25,-123.1,90000
2278,Vancouver,1745000,5,4,British Columbia,2426160,49.25,-123.1,90000
2279,Vancouver,1899000,3,2,British Columbia,2426160,49.25,-123.1,90000
2280,Vancouver,2439900,5,5,British Columbia,2426160,49.25,-123.1,90000
2281,Vancouver,1775000,4,2,British Columbia,2426160,49.25,-123.1,90000
2282,Vancouver,599900,1,1,British Columbia,2426160,49.25,-123.1,90000
2283,Vancouver,980000,2,2,British Columbia,2426160,49.25,-123.1,90000
2284,Vancouver,999990,2,2,British Columbia,2426160,49.25,-123.1,90000
2285,Vancouver,779000,1,1,British Columbia,2426160,49.25,-123.1,90000
2286,Vancouver,1114900,2,2,British Columbia,2426160,49.25,-123.1,90000
2287,Vancouver,488000,1,1,British Columbia,2426160,49.25,-123.1,90000
2288,Vancouver,1986000,7,5,British Columbia,2426160,49.25,-123.1,90000
2289,Vancouver,845000,1,1,British Columbia,2426160,49.25,-123.1,90000
2290,Vancouver,1598000,3,2,British Columbia,2426160,49.25,-123.1,90000
2291,Vancouver,768000,1,1,British Columbia,2426160,49.25,-123.1,90000
2292,Vancouver,949000,2,2,British Columbia,2426160,49.25,-123.1,90000
2293,Vancouver,868000,2,2,British Columbia,2426160,49.25,-123.1,90000
2294,Vancouver,2790000,8,3,British Columbia,2426160,49.25,-123.1,90000
2295,Vancouver,709000,1,1,British Columbia,2426160,49.25,-123.1,90000
2296,Vancouver,599900,1,1,British Columbia,2426160,49.25,-123.1,90000
2297,Vancouver,1055000,1,1,British Columbia,2426160,49.25,-123.1,90000
2298,Vancouver,1088000,2,2,British Columbia,2426160,49.25,-123.1,90000
2299,Vancouver,2199000,2,2,British Columbia,2426160,49.25,-123.1,90000
2300,Vancouver,4990000,6,7,British Columbia,2426160,49.25,-123.1,90000
2301,Vancouver,2938000,5,7,British Columbia,2426160,49.25,-123.1,90000
2302,Vancouver,4988800,7,7,British Columbia,2426160,49.25,-123.1,90000
2303,Vancouver,799000,3,2,British Columbia,2426160,49.25,-123.1,90000
2304,Vancouver,1895000,3,2,British Columbia,2426160,49.25,-123.1,90000
2305,Vancouver,2149900,5,4,British Columbia,2426160,49.25,-123.1,90000
2306,Vancouver,899000,2,3,British Columbia,2426160,49.25,-123.1,90000
2307,Vancouver,2149900,5,4,British Columbia,2426160,49.25,-123.1,90000
2308,Vancouver,1890000,5,4,British Columbia,2426160,49.25,-123.1,90000
2309,Vancouver,738880,2,2,British Columbia,2426160,49.25,-123.1,90000
2310,Vancouver,3800000,5,6,British Columbia,2426160,49.25,-123.1,90000
2311,Vancouver,1118000,3,2,British Columbia,2426160,49.25,-123.1,90000
2312,Vancouver,3098000,4,5,British Columbia,2426160,49.25,-123.1,90000
2313,Vancouver,949000,2,2,British Columbia,2426160,49.25,-123.1,90000
2314,Vancouver,2098000,6,3,British Columbia,2426160,49.25,-123.1,90000
2315,Vancouver,1998000,6,2,British Columbia,2426160,49.25,-123.1,90000
2316,Vancouver,699000,1,1,British Columbia,2426160,49.25,-123.1,90000
2317,Vancouver,1687000,2,2,British Columbia,2426160,49.25,-123.1,90000
2318,Vancouver,550000,2,2,British Columbia,2426160,49.25,-123.1,90000
2319,Vancouver,1099000,2,2,British Columbia,2426160,49.25,-123.1,90000
2320,Vancouver,3988000,5,4,British Columbia,2426160,49.25,-123.1,90000
2321,Vancouver,699000,2,1,British Columbia,2426160,49.25,-123.1,90000
2322,Vancouver,789000,3,3,British Columbia,2426160,49.25,-123.1,90000
2323,Vancouver,800000,1,1,British Columbia,2426160,49.25,-123.1,90000
2324,Vancouver,639000,1,1,British Columbia,2426160,49.25,-123.1,90000
2325,Vancouver,2299000,4,3,British Columbia,2426160,49.25,-123.1,90000
2326,Vancouver,1898000,7,2,British Columbia,2426160,49.25,-123.1,90000
2327,Vancouver,10080000,5,6,British Columbia,2426160,49.25,-123.1,90000
2328,Vancouver,2280000,3,2,British Columbia,2426160,49.25,-123.1,90000
2329,Vancouver,639000,2,1,British Columbia,2426160,49.25,-123.1,90000
2330,Vancouver,845000,1,1,British Columbia,2426160,49.25,-123.1,90000
2331,Vancouver,6500000,0,0,British Columbia,2426160,49.25,-123.1,90000
2332,Vancouver,665000,1,1,British Columbia,2426160,49.25,-123.1,90000
2333,Vancouver,1588000,3,2,British Columbia,2426160,49.25,-123.1,90000
2334,Vancouver,549000,1,1,British Columbia,2426160,49.25,-123.1,90000
2335,Vancouver,1849888,5,3,British Columbia,2426160,49.25,-123.1,90000
2336,Vancouver,1999000,5,2,British Columbia,2426160,49.25,-123.1,90000
2337,Vancouver,760000,2,2,British Columbia,2426160,49.25,-123.1,90000
2338,Vancouver,1538000,4,4,British Columbia,2426160,49.25,-123.1,90000
2339,Vancouver,1119900,3,2,British Columbia,2426160,49.25,-123.1,90000
2340,Vancouver,1999999,5,4,British Columbia,2426160,49.25,-123.1,90000
2341,Vancouver,11380000,5,6,British Columbia,2426160,49.25,-123.1,90000
2342,Vancouver,499000,1,1,British Columbia,2426160,49.25,-123.1,90000
2343,Vancouver,3180000,4,5,British Columbia,2426160,49.25,-123.1,90000
2344,Vancouver,588800,1,1,British Columbia,2426160,49.25,-123.1,90000
2345,Vancouver,598000,1,1,British Columbia,2426160,49.25,-123.1,90000
2346,Vancouver,3798000,16,10,British Columbia,2426160,49.25,-123.1,90000
2347,Vancouver,2050000,4,4,British Columbia,2426160,49.25,-123.1,90000
2348,Vancouver,2290000,2,3,British Columbia,2426160,49.25,-123.1,90000
2349,Vancouver,568000,1,1,British Columbia,2426160,49.25,-123.1,90000
2350,Vancouver,1338000,2,2,British Columbia,2426160,49.25,-123.1,90000
2351,Vancouver,1469900,2,2,British Columbia,2426160,49.25,-123.1,90000
2352,Vancouver,568000,1,1,British Columbia,2426160,49.25,-123.1,90000
2353,Vancouver,1338000,2,2,British Columbia,2426160,49.25,-123.1,90000
2354,Vancouver,1989000,4,3,British Columbia,2426160,49.25,-123.1,90000
2355,Vancouver,610000,2,2,British Columbia,2426160,49.25,-123.1,90000
2356,Vancouver,1998000,4,2,British Columbia,2426160,49.25,-123.1,90000
2357,Vancouver,1199000,2,2,British Columbia,2426160,49.25,-123.1,90000
2358,Vancouver,789000,2,1,British Columbia,2426160,49.25,-123.1,90000
2359,Vancouver,1329000,3,3,British Columbia,2426160,49.25,-123.1,90000
2360,Vancouver,1170000,2,2,British Columbia,2426160,49.25,-123.1,90000
2361,Vancouver,719000,1,1,British Columbia,2426160,49.25,-123.1,90000
2362,Vancouver,1225000,2,2,British Columbia,2426160,49.25,-123.1,90000
2363,Vancouver,1999800,5,4,British Columbia,2426160,49.25,-123.1,90000
2364,Vancouver,3699000,2,2,British Columbia,2426160,49.25,-123.1,90000
2365,Vancouver,2538000,2,2,British Columbia,2426160,49.25,-123.1,90000
2366,Vancouver,699999,2,1,British Columbia,2426160,49.25,-123.1,90000
2367,Vancouver,4990000,6,7,British Columbia,2426160,49.25,-123.1,90000
2368,Vancouver,629000,1,1,British Columbia,2426160,49.25,-123.1,90000
2369,Vancouver,648000,1,1,British Columbia,2426160,49.25,-123.1,90000
2370,Vancouver,1150000,3,3,British Columbia,2426160,49.25,-123.1,90000
2371,Vancouver,649888,2,1,British Columbia,2426160,49.25,-123.1,90000
2372,Vancouver,1488000,2,2,British Columbia,2426160,49.25,-123.1,90000
2373,Vancouver,1990000,4,4,British Columbia,2426160,49.25,-123.1,90000
2374,Vancouver,599000,1,1,British Columbia,2426160,49.25,-123.1,90000
2375,Vancouver,939000,1,1,British Columbia,2426160,49.25,-123.1,90000
2376,Vancouver,1499000,2,2,British Columbia,2426160,49.25,-123.1,90000
2377,Vancouver,729000,2,2,British Columbia,2426160,49.25,-123.1,90000
2378,Vancouver,4388000,7,6,British Columbia,2426160,49.25,-123.1,90000
2379,Vancouver,1689000,3,3,British Columbia,2426160,49.25,-123.1,90000
2380,Vancouver,850000,2,2,British Columbia,2426160,49.25,-123.1,90000
2381,Vancouver,798000,1,1,British Columbia,2426160,49.25,-123.1,90000
2382,Vancouver,2000000,9,5,British Columbia,2426160,49.25,-123.1,90000
2383,Vancouver,1170000,2,2,British Columbia,2426160,49.25,-123.1,90000
2384,Vancouver,2250000,2,3,British Columbia,2426160,49.25,-123.1,90000
2385,Vancouver,3598000,5,2,British Columbia,2426160,49.25,-123.1,90000
2386,Vancouver,1343000,2,2,British Columbia,2426160,49.25,-123.1,90000
2387,Vancouver,1189000,3,3,British Columbia,2426160,49.25,-123.1,90000
2388,Vancouver,2098000,1,1,British Columbia,2426160,49.25,-123.1,90000
2389,Vancouver,649000,7,5,British Columbia,2426160,49.25,-123.1,90000
2390,Vancouver,1760000,6,3,British Columbia,2426160,49.25,-123.1,90000
2391,Vancouver,1699000,4,4,British Columbia,2426160,49.25,-123.1,90000
2392,Vancouver,2625000,9,5,British Columbia,2426160,49.25,-123.1,90000
2393,Vancouver,749900,2,1,British Columbia,2426160,49.25,-123.1,90000
2394,Vancouver,2625000,9,5,British Columbia,2426160,49.25,-123.1,90000
2395,Vancouver,1388800,2,2,British Columbia,2426160,49.25,-123.1,90000
2396,Vancouver,695000,1,1,British Columbia,2426160,49.25,-123.1,90000
2397,Vancouver,872000,2,2,British Columbia,2426160,49.25,-123.1,90000
2398,Vancouver,1374800,3,3,British Columbia,2426160,49.25,-123.1,90000
2399,Vancouver,1028000,2,2,British Columbia,2426160,49.25,-123.1,90000
2400,Vancouver,1550000,2,2,British Columbia,2426160,49.25,-123.1,90000
2401,Vancouver,1999000,3,3,British Columbia,2426160,49.25,-123.1,90000
2402,Vancouver,2688000,2,3,British Columbia,2426160,49.25,-123.1,90000
2403,Vancouver,669000,1,1,British Columbia,2426160,49.25,-123.1,90000
2404,Vancouver,5380000,3,4,British Columbia,2426160,49.25,-123.1,90000
2405,Vancouver,674900,1,1,British Columbia,2426160,49.25,-123.1,90000
2406,Vancouver,1129800,2,2,British Columbia,2426160,49.25,-123.1,90000
2407,Vancouver,1218000,2,2,British Columbia,2426160,49.25,-123.1,90000
2408,Vancouver,5598000,4,5,British Columbia,2426160,49.25,-123.1,90000
2409,Vancouver,749900,1,1,British Columbia,2426160,49.25,-123.1,90000
2410,Vancouver,1509900,4,2,British Columbia,2426160,49.25,-123.1,90000
2411,Vancouver,5188000,3,3,British Columbia,2426160,49.25,-123.1,90000
2412,Vancouver,698000,1,1,British Columbia,2426160,49.25,-123.1,90000
2413,Vancouver,3188000,3,2,British Columbia,2426160,49.25,-123.1,90000
2414,Vancouver,2549000,3,2,British Columbia,2426160,49.25,-123.1,90000
2415,Vancouver,6388000,6,7,British Columbia,2426160,49.25,-123.1,90000
2416,Vancouver,1590000,2,3,British Columbia,2426160,49.25,-123.1,90000
2417,Vancouver,4388000,4,6,British Columbia,2426160,49.25,-123.1,90000
2418,Vancouver,1599000,3,4,British Columbia,2426160,49.25,-123.1,90000
2419,Vancouver,6680000,5,7,British Columbia,2426160,49.25,-123.1,90000
2420,Vancouver,2089000,5,3,British Columbia,2426160,49.25,-123.1,90000
2421,Vancouver,3785000,2,3,British Columbia,2426160,49.25,-123.1,90000
2422,Vancouver,975000,2,2,British Columbia,2426160,49.25,-123.1,90000
2423,Vancouver,6080000,3,4,British Columbia,2426160,49.25,-123.1,90000
2424,Vancouver,818000,1,1,British Columbia,2426160,49.25,-123.1,90000
2425,Vancouver,1658000,4,3,British Columbia,2426160,49.25,-123.1,90000
2426,Vancouver,1349000,2,2,British Columbia,2426160,49.25,-123.1,90000
2427,Vancouver,615000,1,1,British Columbia,2426160,49.25,-123.1,90000
2428,Vancouver,1315000,2,2,British Columbia,2426160,49.25,-123.1,90000
2429,Vancouver,4399000,5,6,British Columbia,2426160,49.25,-123.1,90000
2430,Vancouver,1499900,3,2,British Columbia,2426160,49.25,-123.1,90000
2431,Vancouver,1238000,3,2,British Columbia,2426160,49.25,-123.1,90000
2432,Vancouver,1899000,4,2,British Columbia,2426160,49.25,-123.1,90000
2433,Vancouver,1189000,3,3,British Columbia,2426160,49.25,-123.1,90000
2434,Vancouver,5680000,4,4,British Columbia,2426160,49.25,-123.1,90000
2435,Vancouver,699000,1,1,British Columbia,2426160,49.25,-123.1,90000
2436,Vancouver,1498888,4,2,British Columbia,2426160,49.25,-123.1,90000
2437,Vancouver,925000,1,1,British Columbia,2426160,49.25,-123.1,90000
2438,Vancouver,749000,1,1,British Columbia,2426160,49.25,-123.1,90000
2439,Vancouver,899000,2,1,British Columbia,2426160,49.25,-123.1,90000
2440,Vancouver,724900,1,1,British Columbia,2426160,49.25,-123.1,90000
2441,Vancouver,569000,1,1,British Columbia,2426160,49.25,-123.1,90000
2442,Vancouver,639000,1,1,British Columbia,2426160,49.25,-123.1,90000
2443,Vancouver,650000,2,1,British Columbia,2426160,49.25,-123.1,90000
2444,Vancouver,2599000,4,4,British Columbia,2426160,49.25,-123.1,90000
2445,Vancouver,1879000,4,4,British Columbia,2426160,49.25,-123.1,90000
2446,Vancouver,828000,1,1,British Columbia,2426160,49.25,-123.1,90000
2447,Vancouver,2395000,3,3,British Columbia,2426160,49.25,-123.1,90000
2448,Vancouver,1498000,3,2,British Columbia,2426160,49.25,-123.1,90000
2449,Vancouver,2888888,2,1,British Columbia,2426160,49.25,-123.1,90000
2450,Vancouver,735000,1,1,British Columbia,2426160,49.25,-123.1,90000
2451,Vancouver,670000,1,1,British Columbia,2426160,49.25,-123.1,90000
2452,Vancouver,1399900,2,2,British Columbia,2426160,49.25,-123.1,90000
2453,Vancouver,948000,1,1,British Columbia,2426160,49.25,-123.1,90000
2454,Vancouver,598000,1,1,British Columbia,2426160,49.25,-123.1,90000
2455,Vancouver,1488000,3,4,British Columbia,2426160,49.25,-123.1,90000
2456,Vancouver,699000,2,1,British Columbia,2426160,49.25,-123.1,90000
2457,Vancouver,1398000,3,3,British Columbia,2426160,49.25,-123.1,90000
2458,Vancouver,779900,1,1,British Columbia,2426160,49.25,-123.1,90000
2459,Vancouver,1289000,2,3,British Columbia,2426160,49.25,-123.1,90000
2460,Vancouver,1148900,2,2,British Columbia,2426160,49.25,-123.1,90000
2461,Vancouver,459000,1,1,British Columbia,2426160,49.25,-123.1,90000
2462,Vancouver,1880000,5,5,British Columbia,2426160,49.25,-123.1,90000
2463,Vancouver,2749000,5,3,British Columbia,2426160,49.25,-123.1,90000
2464,Vancouver,1345000,2,3,British Columbia,2426160,49.25,-123.1,90000
2465,Vancouver,1029000,3,2,British Columbia,2426160,49.25,-123.1,90000
2466,Vancouver,950000,2,1,British Columbia,2426160,49.25,-123.1,90000
2467,Vancouver,1170000,5,3,British Columbia,2426160,49.25,-123.1,90000
2468,Vancouver,1848000,3,3,British Columbia,2426160,49.25,-123.1,90000
2469,Vancouver,2299999,7,2,British Columbia,2426160,49.25,-123.1,90000
2470,Vancouver,1029000,2,2,British Columbia,2426160,49.25,-123.1,90000
2471,Vancouver,888000,2,2,British Columbia,2426160,49.25,-123.1,90000
2472,Vancouver,869000,2,1,British Columbia,2426160,49.25,-123.1,90000
2473,Vancouver,549900,1,1,British Columbia,2426160,49.25,-123.1,90000
2474,Vancouver,899999,2,2,British Columbia,2426160,49.25,-123.1,90000
2475,Vancouver,688000,1,1,British Columbia,2426160,49.25,-123.1,90000
2476,Vancouver,685000,1,1,British Columbia,2426160,49.25,-123.1,90000
2477,Vancouver,318000,1,1,British Columbia,2426160,49.25,-123.1,90000
2478,Vancouver,2999800,4,4,British Columbia,2426160,49.25,-123.1,90000
2479,Vancouver,998000,1,1,British Columbia,2426160,49.25,-123.1,90000
2480,Vancouver,1199000,2,1,British Columbia,2426160,49.25,-123.1,90000
2481,Vancouver,569900,0,1,British Columbia,2426160,49.25,-123.1,90000
2482,Vancouver,3880000,2,2,British Columbia,2426160,49.25,-123.1,90000
2483,Vancouver,3788000,4,4,British Columbia,2426160,49.25,-123.1,90000
2484,Vancouver,3699000,7,7,British Columbia,2426160,49.25,-123.1,90000
2485,Vancouver,649000,2,2,British Columbia,2426160,49.25,-123.1,90000
2486,Vancouver,968000,2,2,British Columbia,2426160,49.25,-123.1,90000
2487,Vancouver,1900000,5,3,British Columbia,2426160,49.25,-123.1,90000
2488,Vancouver,6388000,3,4,British Columbia,2426160,49.25,-123.1,90000
2489,Vancouver,949900,2,2,British Columbia,2426160,49.25,-123.1,90000
2490,Vancouver,1599000,3,2,British Columbia,2426160,49.25,-123.1,90000
2491,Vancouver,1699900,2,2,British Columbia,2426160,49.25,-123.1,90000
2492,Vancouver,5999000,4,4,British Columbia,2426160,49.25,-123.1,90000
2493,Vancouver,799800,2,2,British Columbia,2426160,49.25,-123.1,90000
2494,Vancouver,1358000,2,2,British Columbia,2426160,49.25,-123.1,90000
2495,Vancouver,1219000,2,2,British Columbia,2426160,49.25,-123.1,90000
2496,Vancouver,1698000,3,4,British Columbia,2426160,49.25,-123.1,90000
2497,Vancouver,1399000,2,2,British Columbia,2426160,49.25,-123.1,90000
2498,Vancouver,766000,2,2,British Columbia,2426160,49.25,-123.1,90000
2499,Vancouver,999888,2,2,British Columbia,2426160,49.25,-123.1,90000
2500,Vancouver,648000,2,2,British Columbia,2426160,49.25,-123.1,90000
2501,Vancouver,1098000,2,2,British Columbia,2426160,49.25,-123.1,90000
2502,Vancouver,850000,1,1,British Columbia,2426160,49.25,-123.1,90000
2503,Vancouver,2298000,5,3,British Columbia,2426160,49.25,-123.1,90000
2504,Vancouver,1228000,2,2,British Columbia,2426160,49.25,-123.1,90000
2505,Vancouver,2288000,3,3,British Columbia,2426160,49.25,-123.1,90000
2506,Vancouver,569900,1,1,British Columbia,2426160,49.25,-123.1,90000
2507,Vancouver,1599000,4,3,British Columbia,2426160,49.25,-123.1,90000
2508,Vancouver,1879000,4,4,British Columbia,2426160,49.25,-123.1,90000
2509,Vancouver,758800,1,1,British Columbia,2426160,49.25,-123.1,90000
2510,Vancouver,2998800,5,3,British Columbia,2426160,49.25,-123.1,90000
2511,Vancouver,1399000,2,2,British Columbia,2426160,49.25,-123.1,90000
2512,Vancouver,1485000,2,2,British Columbia,2426160,49.25,-123.1,90000
2513,Vancouver,6698000,5,6,British Columbia,2426160,49.25,-123.1,90000
2514,Vancouver,719900,2,1,British Columbia,2426160,49.25,-123.1,90000
2515,Vancouver,8888000,4,6,British Columbia,2426160,49.25,-123.1,90000
2516,Vancouver,849800,3,2,British Columbia,2426160,49.25,-123.1,90000
2517,Vancouver,2889000,6,6,British Columbia,2426160,49.25,-123.1,90000
2518,Vancouver,9280000,5,8,British Columbia,2426160,49.25,-123.1,90000
2519,Vancouver,939000,2,2,British Columbia,2426160,49.25,-123.1,90000
2520,Vancouver,698000,1,1,British Columbia,2426160,49.25,-123.1,90000
2521,Vancouver,8980000,3,1,British Columbia,2426160,49.25,-123.1,90000
2522,Vancouver,428000,1,1,British Columbia,2426160,49.25,-123.1,90000
2523,Vancouver,1849000,3,2,British Columbia,2426160,49.25,-123.1,90000
2524,Vancouver,910000,1,1,British Columbia,2426160,49.25,-123.1,90000
2525,Vancouver,1148000,2,2,British Columbia,2426160,49.25,-123.1,90000
2526,Vancouver,1680000,3,3,British Columbia,2426160,49.25,-123.1,90000
2527,Vancouver,2998000,3,1,British Columbia,2426160,49.25,-123.1,90000
2528,Vancouver,6990000,5,5,British Columbia,2426160,49.25,-123.1,90000
2529,Vancouver,970000,1,1,British Columbia,2426160,49.25,-123.1,90000
2530,Vancouver,838000,0,1,British Columbia,2426160,49.25,-123.1,90000
2531,Vancouver,2099000,2,2,British Columbia,2426160,49.25,-123.1,90000
2532,Vancouver,2698800,4,3,British Columbia,2426160,49.25,-123.1,90000
2533,Vancouver,775000,1,1,British Columbia,2426160,49.25,-123.1,90000
2534,Vancouver,2380000,2,2,British Columbia,2426160,49.25,-123.1,90000
2535,Vancouver,859800,3,2,British Columbia,2426160,49.25,-123.1,90000
2536,Vancouver,768000,1,1,British Columbia,2426160,49.25,-123.1,90000
2537,Vancouver,585000,2,1,British Columbia,2426160,49.25,-123.1,90000
2538,Vancouver,729900,1,1,British Columbia,2426160,49.25,-123.1,90000
